试题类型	知识范畴	题干	试题难度	正确答案	答案			
多选题	专业知识	自动理财的签约渠道包括（   ）。	易	1234	柜面	个人网银	企业网银	现金管理银企通平台
多选题	专业知识	关于理财委托撤销说法正确的是（   ）。	难	1234	个人客户购买理财可以在省内任意网点撤销	对公客户购买理财必须在原购买网点撤销	个人客户在柜面可撤销全部渠道购买的理财产品	对公客户在网银渠道，现金管理银企通平台只能撤销本渠道购买的理财产品
多选题	贵金属	以下关于存金通提货说法正确的是（    ）。	难	134	在我行实物贵金属业务交易时间内，客户可随时申请提货	客户提货价值大于10，000元（按提货时点价格计算）时需出示本人有效身份证件原件	客户可提取我行自营实物贵金属零售产品中的标准投资产品和其他礼品收藏类产品	提取标准投资产品，客户不需支付额外价款；提取礼品收藏类产品的，客户需补缴产品价差。补差金额＝产品单位价差×提金重量。产品单位价差为提金时点系统该存金通产品价格与提金品种价格之差。
多选题	贵金属	金生利的继承过户应要求客户提交（   ）申请资料。	难	1234	过入方所在地公证机关出具的继承权证明书。	继承权有争执时，应提供人民法院的判决书、裁定书或调解书。	过入方已开立贵金属账户的借记卡及有效身份证件和复印件。	过出方借记卡。
多选题	贵金属	实物黄金调拨交接说法正确的是（    ） 	难	124	 一级分行从黄金企业调入的实物黄金产品和须由黄金企业调回的实物黄金产品由黄金企业专人配送或接收。调拨申请经审批后，一级分行与黄金企业联系，确定具体交接事项后，在一级分行的指定交接库房进行实物黄金产品的调拨交接。	系统内的调拨按照上级行的审批意见办理，由调入行到调出行领取  	系统内的调拨按照上级行的审批意见办理，由调出行到调入行领取  	实物黄金产品的交接必须在我行的指定交接库进行。由调出行金库管理人员、调入行金库管理人员及调入行业务主管部门指定的监交人员参加。
多选题	贵金属	“传世之宝”业务遵循的原则	中	1234	买卖分离、双线运作	统一经营、分级管理	两级报价、风险统控  	现货交易、及时对冲
多选题	贵金属	“传世之宝”业务经办网点的主要职责（     ）	中	1234	负责“传世之宝”的实物日间管理和柜台交易	负责对外公布“传世之宝”买卖价格及相关信息	负责“传世之宝”业务营销、宣传及咨询服务	负责向投资者进行风险提示
多选题	贵金属	“传世之宝”销售和购回投资者可以通过（     ）进行交易。	中	13	借记卡	现金	转账	网银
多选题	贵金属	存金通业务遵循（     ）的原则。	易	1234	账实对接	买卖分离	实盘交易	风险统控
多选题	贵金属	周末及法定节假日不办理存金通定投业务的（     ）	易	123	签约	修改	终止	查询
多选题	贵金属	金生利份额冻结通知书上应注明	难	1234	要冻结的卡号	贵金属权益代码	冻结数量	冻结到期日
多选题	国债	以下关于凭证式国债说法正确的是	易	123	为记名式国债	可以挂失、提前兑付	可质押贷款	可流通转让
多选题	国债	储蓄国债额度管理模式包括哪二种	易	13	总行管理	总分管理	综合管理	一级分行管理
多选题	国债	国债收款凭证的支控方式允许选择	中	123	凭密码	凭证件	凭密码+证件	凭印鉴
多选题	国债	凭证式国债说法正确的是	中	23	凭证式国债解除关联结算账户可代理	凭证式国债更换关联结算账户可代理	凭证式国债更换/解除关联结算账户实行免填单操作	解除结算账户时不需提供客户本人的关联资金结算账户（借记卡或活期结算存折）
多选题	国债	电子式国债签约开户业务受理及审核要求正确的是(  )。	中	134	本业务实行免填单操作，若客户已填写《国债业务凭证》也可受理，但不作为受理的必需要件	客户填写《中国农业银行储蓄国债（电子式）服务章程》。审查客户是否签字，填写要素是否完整	客户及代理人有效身份证件。只出示证件，不联网核查，允许代理	需提供资金结算账户
多选题	国债	调起“51100国债购买”交易，应	难	13	选择购买方式卡折。刷卡折校验卡折介质记载信息合法性，请客户输入并校验密码，核对反显客户信息	购买金额应为1000元的整数倍且不能超过本行国债剩余额度	《储蓄国债（电子式）认购确认书》交给客户	《储蓄国债（电子式）认购确认书》专夹保管
多选题	基金业务	基金代理销售业务应遵循的原则（）	易	1234	合法合规	风险控制	分级管理	联网运作
多选题	基金业务	客户申请办理基金业务的基本流程是	易	1234	"开立个人金穗借记卡或
单位结算账户"	"个人客户进行风
险测评"	"基金签约、基金TA账
户签约"	"基金购买、赎回、
定投等基金交易"
多选题	基金业务	下面对基金委托撤销说法正确有	中	1234	基金委托撤销业务当日有效	"只受理整笔委托
撤销，不能部分撤销"	不能做反向交易	"预约类委托在实际
交易发生日闭市前均
可以撤销"
多选题	基金业务	办理以下哪些基金业务不用客户出示借记卡( )	中	34	50001客户基金交易明细查询	50002基金委托查询	50003基金产品信息查询	50004基金净值查询
多选题	基金业务	智能定投说法正确的有	难	124	"客户需已完成基金签约和
智能定投签约，并已开通所申请
基金的TA账户"	"客户须分别设定低水平投
资额、标准投资额和高水
平投资额"	"一只基金，能同时办理普
通定投申购和智能定投"	"智能定投其他业务规
则同普通定投申购"
多选题	基金业务	证券投资基金智能定投可以修改的信息包括	中	1234	指数名称	挂钩标的	偏离度	标准投资额
多选题	基金业务	下面关于基金转托管转出说法正确的是（ ）	中	124	"客户需提供转入销售机构代码
或席位号"	"客户转出的基金份额须为
基金账户的可用份额"	"每次可选择一只或多支基金
的部分或全部基金份额进行
转托管"	"客户转出的基金份
额一经受理即被冻结"
多选题	基金业务	单位客户可通过( )账户进行基金签约	易	123	基本	专用	一般	单位结算卡
多选题	基金业务	基金代理销售的对象包括（  ）。	易	12	"持有中华人民共和国居民身
份证的中国居民"	"持有中华人民共和
国军人证的中国居民"	"持有台湾回乡证的
台湾同胞"	"持有港澳通行证
的香港同胞"
判断题	专业知识	支取时，人民币“双利丰”个人通知存款按支取日挂牌公告的人民币七天个人通知存款利率计息，不满七天按人民币活期存款利率计息。	中	-1				
判断题	专业知识	存单、定期一本通和借记卡定期子账户若质押、挂失等非正常状态不能签约“整存整取加息智能转存”业务；若签约后，出现质押等非正常状态系统不予以智能转存。	中	1				
判断题	专业知识	自动转账业务各交易均由转出账户发起	易	1				
判断题	专业知识	“聪明账”增值账户最低转存金额为2000元人民币或者等值1000美元外币	难	-1				
判断题	专业知识	个人客户修改资金归集关系必需本人到营业网点办理	易	1				
判断题	专业知识	客户持有未到期理财产品时不可以进行解约交易，待产品到期且资金到帐后，柜员才可以进行解约交易	易	1				
判断题	贵金属	存金通业务面向所有客户。	中	-1				
判断题	贵金属	存金通业务司法过户的过入、过出方须已在同一支行内开立贵金属账户。	难	-1				
判断题	贵金属	存金通业务以一级分行为单位，各类交易可跨一级分行进行。	中	-1				
判断题	国债	储蓄（电子式）国债提前兑付可以免收手续费	中	-1				
判断题	国债	投资者购买凭证式国债与储蓄（电子式）国债，均需开立国债账户	中	-1				
判断题	基金业务	基金定投业务仅限个人客户办理，对公客户不得办理基金定投业务。	易	1				
判断题	基金业务	办理基金代理销售业务的时间以基金管理人对外公布的基金合同或发售公告规定的时间为准	易	1				
